Timestamp_ms,BPM,Confidence,Phase,Arousal,Tonic,RawPulse,RawGSR
56675,65.8,0.312,3.06,0.534,1449.5,1767,1438
56787,65.8,0.313,-2.40,0.530,1449.5,1773,1431
56899,65.7,0.323,-1.59,0.527,1449.5,1776,1433
57011,65.7,0.330,-0.76,0.528,1449.5,1797,1432
57123,65.7,0.327,-0.19,0.528,1449.5,1779,1435
57235,65.7,0.320,0.63,0.526,1449.5,1779,1434
57347,65.7,0.304,1.48,0.524,1449.5,1786,1437
57459,65.7,0.305,2.32,0.522,1449.5,1776,1438
57571,65.7,0.320,-3.13,0.519,1449.5,1774,1442
57683,65.7,0.325,-2.59,0.516,1449.5,1776,1439
57795,65.7,0.331,-1.78,0.511,1449.5,1774,1467
57907,65.7,0.331,-0.99,0.505,1449.5,1777,1412
58019,65.6,0.346,-0.15,0.499,1449.5,1790,1445
58131,65.6,0.346,0.67,0.593,1449.5,1775,1435
58243,65.6,0.339,1.23,0.627,1449.5,1776,1440
58355,65.6,0.339,2.05,0.634,1449.5,1776,1443
58467,65.6,0.348,2.88,0.632,1449.6,1774,1444
58579,65.6,0.356,-2.58,0.629,1449.6,1771,1435
58691,65.6,0.358,-1.77,0.624,1449.6,1774,1447
58803,65.6,0.359,-1.23,0.620,1449.6,1776,1449
58915,65.6,0.375,-0.39,0.614,1449.6,1787,1435
59027,65.5,0.381,0.43,0.606,1449.6,1775,1446
59139,65.6,0.376,1.26,0.604,1449.6,1708,1443
59251,65.6,0.375,2.09,0.608,1449.6,1763,1445
59363,65.6,0.383,2.65,0.609,1449.6,1772,1451
59475,65.6,0.386,-2.81,0.608,1449.6,1770,1445
59587,65.6,0.386,-1.99,0.604,1449.6,1772,1445
59699,65.5,0.386,-1.18,0.600,1449.6,1777,1443
59811,65.5,0.389,-0.35,0.594,1449.6,1775,1447
59923,65.5,0.397,0.19,0.589,1449.6,1782,1444
60035,65.5,0.395,1.00,0.582,1449.6,1769,1443
60147,65.5,0.394,1.83,0.577,1449.6,1773,1453
60259,65.5,0.394,2.65,0.573,1449.6,1777,1445
60371,65.5,0.398,-2.80,0.568,1449.6,1793,1435
60483,65.5,0.400,-2.26,0.564,1449.6,1769,1446
60595,65.4,0.400,-1.45,0.558,1449.6,1776,1441
60707,65.4,0.399,-0.63,0.552,1449.6,1776,1456
60819,65.4,0.399,0.19,0.545,1449.6,1783,1450
60931,65.3,0.388,0.97,0.538,1449.6,1777,1449
61043,65.3,0.384,1.51,0.532,1449.6,1779,1453
61155,65.3,0.384,2.33,0.524,1449.6,1783,1445
61267,65.3,0.387,-3.13,0.514,1449.6,1774,1451
61379,65.3,0.391,-2.31,0.507,1449.6,1776,1431
61491,65.3,0.383,-1.52,0.499,1449.6,1771,1446
61603,65.3,0.374,-0.98,0.494,1449.6,1781,1445
61715,65.2,0.366,-0.17,0.485,1449.6,1778,1454
61827,65.2,0.366,0.63,0.476,1449.6,1788,1449
61939,65.1,0.344,1.41,0.467,1449.6,1801,1447
62051,65.1,0.345,2.24,0.458,1449.6,1779,1453
62163,65.1,0.344,2.79,0.451,1449.6,1781,1447
62275,65.1,0.353,-2.68,0.442,1449.6,1776,1455
62387,65.1,0.349,-1.87,0.433,1449.6,1772,1445
62499,65.1,0.342,-1.07,0.423,1449.6,1772,1456
62611,65.0,0.330,-0.26,0.414,1449.6,1775,1455
62723,65.0,0.328,0.29,0.408,1449.6,1793,1456
62835,65.0,0.313,1.05,0.415,1449.6,1783,1447
62947,64.9,0.287,1.82,0.415,1449.6,1779,1462
63059,64.9,0.290,2.66,0.413,1449.6,1782,1456
63171,64.9,0.295,-2.80,0.411,1449.6,1764,1455
63283,64.9,0.298,-2.27,0.409,1449.6,1776,1449
63395,64.8,0.293,-1.48,0.406,1449.6,1776,1445
63507,64.8,0.284,-0.68,0.402,1449.6,1776,1459
63619,64.7,0.271,0.14,0.397,1449.6,1766,1456
63731,64.7,0.264,0.96,0.392,1449.7,1809,1444
63843,64.5,0.248,1.46,0.389,1449.7,1775,1456
63955,64.3,0.225,2.24,0.385,1449.7,1775,1456
64067,64.5,0.231,3.07,0.382,1449.7,1775,1456
64179,64.5,0.233,-2.39,0.381,1449.7,1775,1443
64291,64.4,0.234,-1.58,0.381,1449.7,1780,1456
64403,64.3,0.228,-1.05,0.380,1449.7,1776,1463
64515,64.2,0.221,-0.24,0.378,1449.7,1771,1457
64627,64.1,0.218,0.59,0.375,1449.7,1770,1456
64739,64.0,0.214,1.38,0.372,1449.7,1790,1456
64851,63.2,0.222,0.54,0.369,1449.7,1789,1461
64963,63.0,0.221,1.06,0.366,1449.7,1761,1447
65075,63.0,0.222,1.84,0.363,1449.7,1777,1472
65187,63.0,0.230,2.64,0.360,1449.7,1775,1461
65299,62.8,0.244,-2.86,0.359,1449.7,1774,1452
65411,62.7,0.251,-2.09,0.357,1449.7,1772,1456
65523,62.6,0.255,-1.59,0.355,1449.7,1776,1458
65635,62.5,0.251,-0.82,0.352,1449.7,1770,1462
65747,62.5,0.260,-0.04,0.348,1449.7,1792,1469
65859,62.2,0.256,0.71,0.344,1449.7,1776,1468
65971,62.2,0.259,1.48,0.339,1449.8,1783,1459
66083,62.2,0.256,2.02,0.335,1449.8,1779,1447
66195,62.2,0.257,2.81,0.330,1449.8,1776,1472
66307,62.2,0.263,-2.69,0.324,1449.8,1773,1469
66419,62.0,0.267,-1.96,0.318,1449.8,1763,1469
66531,61.9,0.263,-1.21,0.311,1449.8,1769,1470
66643,61.9,0.255,-0.71,0.307,1449.8,1774,1473
66755,61.8,0.257,0.07,0.300,1449.8,1782,1473
66867,61.8,0.263,0.82,0.294,1449.9,1776,1469
66979,61.8,0.263,1.60,0.287,1449.9,1776,1467
67091,61.8,0.262,2.38,0.280,1449.9,1771,1473
67203,61.8,0.278,2.92,0.276,1449.9,1764,1469
67315,61.8,0.289,-2.59,0.409,1449.9,1781,1471
67427,62.0,0.239,-1.72,0.469,1449.9,1808,1469
67539,62.2,0.208,-0.85,0.482,1450.0,1779,1472
67651,62.2,0.207,-0.06,0.481,1450.0,1782,1473
67763,62.2,0.224,0.45,0.480,1450.0,1802,1477
67875,62.2,0.231,1.20,0.477,1450.0,1776,1472
67987,62.2,0.225,2.02,0.473,1450.0,1778,1487
68099,62.3,0.228,2.82,0.468,1450.0,1777,1478
68211,62.2,0.247,-2.70,0.462,1450.1,1773,1490
68323,62.2,0.252,-2.19,0.457,1450.1,1776,1493
68435,62.1,0.254,-1.43,0.450,1450.1,1775,1499
68547,62.1,0.252,-0.67,0.442,1450.2,1776,1494
68659,62.1,0.255,0.11,0.434,1450.2,1765,1477
68771,62.2,0.241,0.93,0.426,1450.3,1781,1502
68883,62.2,0.232,1.48,0.420,1450.3,1766,1490
68995,62.2,0.233,2.27,0.412,1450.4,1768,1487
69107,62.2,0.219,3.05,0.428,1450.4,1783,1488
69219,62.2,0.209,-2.45,0.638,1450.5,1766,1481
69331,62.2,0.211,-1.69,0.878,1450.5,1776,1482
69443,62.2,0.211,-1.17,0.945,1450.6,1785,1475
69555,62.3,0.234,-0.34,0.983,1450.6,1830,1481
69667,62.3,0.245,0.44,0.995,1450.6,1776,1477
69779,62.3,0.237,1.23,0.999,1450.7,1776,1483
69891,62.3,0.233,2.01,1.000,1450.7,1779,1482
70003,62.2,0.221,2.51,1.000,1450.7,1773,1478
70115,62.2,0.225,-2.99,1.000,1450.8,1765,1482
70227,62.2,0.232,-2.22,1.000,1450.8,1773,1474
70339,62.2,0.232,-1.44,1.000,1450.8,1778,1474
70451,62.2,0.233,-0.65,1.000,1450.8,1779,1474
70563,62.2,0.237,-0.12,1.000,1450.9,1785,1474
70675,62.2,0.246,0.61,1.000,1450.9,1811,1445
70787,62.1,0.232,1.32,1.000,1450.9,1777,1457
70899,62.2,0.230,2.12,1.000,1450.9,1783,1471
71011,62.2,0.234,2.91,1.000,1450.9,1783,1482
71123,62.2,0.240,-2.85,1.000,1450.9,1782,1477
71235,62.2,0.243,-2.09,1.000,1450.9,1776,1471
71347,62.2,0.243,-1.32,1.000,1450.9,1778,1472
71459,62.2,0.246,-0.53,1.000,1451.0,1783,1475
71571,62.2,0.256,0.25,1.000,1451.0,1778,1472
71683,62.2,0.252,0.78,1.000,1451.0,1786,1472
71795,62.2,0.250,1.58,1.000,1451.0,1782,1479
71907,62.2,0.259,2.39,1.000,1451.0,1774,1469
72019,62.3,0.278,-3.10,1.000,1451.0,1773,1465
72131,62.3,0.287,-2.32,0.999,1451.0,1794,1463
72243,62.3,0.291,-1.81,0.996,1451.0,1776,1478
72355,62.3,0.292,-1.03,0.990,1451.0,1774,1469
72467,62.3,0.302,-0.23,0.982,1451.0,1785,1472
72579,62.3,0.311,0.54,0.972,1451.0,1781,1472
72691,62.3,0.314,1.32,0.959,1451.0,1786,1471
72803,62.3,0.313,1.83,0.950,1451.0,1774,1479
72915,62.3,0.315,2.62,0.935,1451.0,1776,1457
73027,62.3,0.315,-2.88,0.919,1451.0,1779,1462
73139,62.3,0.318,-2.10,0.902,1451.0,1779,1474
73251,62.3,0.319,-1.31,0.885,1451.0,1780,1459
73363,62.3,0.320,-0.79,0.873,1451.0,1777,1463
73475,62.3,0.327,-0.01,0.855,1451.0,1791,1456
73587,62.3,0.333,0.77,0.837,1451.0,1782,1469
73699,62.3,0.334,1.55,0.819,1451.0,1776,1469
73811,62.3,0.328,2.32,0.801,1451.0,1779,1465
73923,62.3,0.335,2.85,0.789,1451.0,1779,1472
74035,62.3,0.340,-2.66,0.771,1451.0,1776,1442
74147,62.3,0.339,-1.91,0.755,1451.0,1801,1470
74259,62.3,0.336,-1.15,0.750,1451.0,1776,1470
74371,62.2,0.328,-0.38,0.743,1451.0,1781,1470
74483,62.2,0.333,0.14,0.738,1451.0,1782,1475
74595,62.2,0.336,0.90,0.729,1451.0,1777,1467
74707,62.3,0.336,1.69,0.719,1451.0,1786,1462
74819,62.2,0.308,2.43,0.708,1451.0,1791,1469
74931,62.1,0.245,-3.08,0.696,1451.0,1783,1473
75043,62.1,0.240,-2.56,0.687,1451.0,1780,1466
75155,62.1,0.238,-1.79,0.674,1451.0,1783,1463
75267,62.1,0.230,-1.03,0.678,1451.0,1780,1473
75379,62.0,0.220,-0.27,0.686,1451.0,1783,1470
75491,62.1,0.237,0.49,0.684,1451.0,1808,1463
75603,62.1,0.237,1.00,0.682,1451.0,1779,1472
75715,62.1,0.233,1.81,0.677,1451.0,1771,1469
75827,62.1,0.233,2.59,0.670,1451.0,1785,1467
75939,62.2,0.246,-2.91,0.663,1451.0,1776,1469
76051,62.2,0.253,-2.17,0.654,1451.0,1776,1470
76163,62.1,0.252,-1.70,0.647,1451.0,1773,1472
76275,62.1,0.246,-0.97,0.636,1451.0,1775,1472
76387,62.1,0.245,-0.19,0.625,1451.0,1791,1463
76499,62.2,0.192,0.52,0.614,1451.1,1792,1465
76611,62.2,0.179,1.25,0.603,1451.1,1782,1470
76723,62.2,0.177,1.78,0.596,1451.1,1767,1466
76835,62.2,0.178,2.57,0.585,1451.1,1782,1472
76947,62.3,0.187,-2.93,0.573,1451.1,1775,1470
77059,62.3,0.190,-2.16,0.562,1451.1,1778,1467
77171,62.2,0.190,-1.42,0.550,1451.1,1776,1466
77283,62.2,0.184,-0.92,0.541,1451.1,1774,1465
77395,62.2,0.176,-0.15,0.529,1451.1,1787,1472
77507,62.2,0.181,0.61,0.517,1451.1,1787,1459
77619,62.2,0.181,1.38,0.504,1451.1,1776,1469
77731,62.2,0.183,2.18,0.491,1451.1,1774,1460
77843,62.3,0.193,2.72,0.483,1451.1,1765,1467
77955,62.3,0.207,-2.78,0.471,1451.1,1779,1470
78067,62.3,0.214,-2.02,0.458,1451.1,1769,1461
78179,62.3,0.215,-1.26,0.446,1451.2,1774,1463
78291,62.3,0.224,-0.47,0.435,1451.2,1797,1467
78403,62.4,0.230,0.06,0.427,1451.2,1793,1467
78515,62.4,0.227,0.81,0.416,1451.2,1776,1456
78627,62.5,0.220,1.61,0.406,1451.2,1792,1443
78739,62.4,0.214,2.36,0.396,1451.2,1754,1488
78851,62.4,0.213,-3.14,0.386,1451.2,1775,1465
78963,62.4,0.216,-2.63,0.379,1451.2,1776,1463
79075,62.4,0.217,-1.88,0.370,1451.2,1776,1456
79187,62.3,0.214,-1.13,0.361,1451.2,1785,1465
79299,62.3,0.221,-0.34,0.359,1451.2,1792,1468
79411,62.4,0.223,0.43,0.355,1451.2,1779,1457
79523,62.4,0.223,0.95,0.353,1451.2,1795,1456
79635,62.4,0.223,1.75,0.349,1451.2,1766,1482
79747,62.6,0.228,2.60,0.344,1451.2,1765,1471
79859,62.7,0.238,-2.90,0.339,1451.2,1758,1458
79971,62.6,0.240,-2.12,0.383,1451.2,1779,1459
80083,62.6,0.243,-1.60,0.397,1451.2,1775,1443
80195,62.7,0.248,-0.80,0.399,1451.2,1807,1465
80307,62.8,0.253,0.01,0.398,1451.2,1787,1451
80419,62.7,0.258,0.78,0.396,1451.3,1782,1463
80531,62.7,0.264,1.55,0.393,1451.3,1781,1465
80643,62.7,0.264,2.08,0.391,1451.3,1774,1461
80755,62.8,0.270,2.88,0.386,1451.3,1776,1458
80867,62.8,0.274,-2.62,0.382,1451.3,1758,1461
80979,62.8,0.268,-1.83,0.376,1451.3,1815,1485
81091,62.9,0.262,-0.99,0.577,1451.3,1789,1456
81203,63.0,0.265,-0.45,0.673,1451.3,1782,1456
81315,63.0,0.249,0.34,0.711,1451.3,1771,1446
81427,63.1,0.226,1.15,0.711,1451.3,1776,1425
81539,63.1,0.228,1.95,0.708,1451.3,1774,1456
81651,63.2,0.238,2.76,0.704,1451.3,1774,1458
81763,63.2,0.243,-3.00,0.700,1451.3,1779,1462
81875,63.2,0.245,-2.22,0.694,1451.3,1777,1467
81987,63.4,0.224,-1.36,0.686,1451.3,1791,1456
82099,63.5,0.224,-0.55,0.677,1451.3,1776,1453
82211,63.5,0.220,0.23,0.669,1451.3,1777,1474
82323,63.5,0.214,0.76,0.667,1451.3,1776,1454
82435,63.7,0.207,1.57,0.662,1451.3,1781,1451
82547,63.7,0.207,2.36,0.655,1451.3,1785,1454
82659,63.7,0.206,-3.13,0.650,1451.3,1787,1456
82771,64.0,0.192,-1.12,0.645,1451.3,1791,1451
82883,64.9,0.195,-0.55,0.641,1451.3,1781,1445
82995,65.1,0.188,0.28,0.635,1451.3,1777,1451
83107,65.4,0.178,1.12,0.629,1451.3,1781,1454
83219,65.9,0.180,1.98,0.622,1451.3,1790,1443
83331,66.4,0.189,2.83,0.615,1451.3,1776,1461
83443,66.3,0.196,-2.91,0.612,1451.3,1779,1453
83555,66.6,0.190,-2.07,0.608,1451.3,1787,1453
83667,67.2,0.189,-0.05,0.604,1451.3,1772,1444
83779,67.2,0.187,0.82,0.599,1451.3,1786,1454
83891,67.4,0.185,1.70,0.594,1451.3,1776,1453
84003,67.5,0.187,2.28,0.590,1451.3,1776,1450
84115,67.7,0.195,-3.13,0.585,1451.2,1774,1439
84227,67.7,0.199,-2.27,0.579,1451.2,1782,1447
84339,67.9,0.195,-1.37,0.574,1451.2,1806,1454
84451,68.4,0.202,-0.46,0.588,1451.2,1776,1466
84563,68.4,0.206,0.11,0.622,1451.2,1795,1445
84675,68.4,0.206,0.98,0.633,1451.2,1779,1426
84787,68.5,0.205,1.86,0.632,1451.1,1766,1444
84899,68.6,0.212,2.74,0.630,1451.1,1776,1439
85011,68.7,0.222,-2.68,0.626,1451.1,1776,1450
85123,68.6,0.227,-2.12,0.623,1451.1,1776,1441
85235,68.5,0.228,-1.27,0.618,1451.1,1767,1445
85347,68.5,0.226,-0.42,0.611,1451.0,1778,1440
85459,68.5,0.235,0.44,0.604,1451.0,1779,1445
85571,68.5,0.236,1.30,0.597,1451.0,1773,1451
85683,68.6,0.236,1.88,0.591,1451.0,1773,1471
85795,68.6,0.240,2.76,0.583,1450.9,1776,1445
85907,68.6,0.244,-2.66,0.574,1450.9,1776,1456
86019,68.8,0.224,-1.75,0.564,1450.9,1779,1449
86131,69.1,0.222,-0.81,0.553,1450.9,1786,1449
86243,69.2,0.228,-0.23,0.546,1450.9,1777,1442
86355,69.2,0.204,0.65,0.535,1450.8,1780,1446
86467,69.2,0.203,1.51,0.523,1450.8,1776,1439
86579,69.3,0.208,2.40,0.511,1450.8,1775,1441
86691,69.3,0.214,-3.01,0.500,1450.8,1780,1451
86803,69.3,0.217,-2.44,0.492,1450.8,1774,1452
86915,69.1,0.224,-1.63,0.480,1450.7,1767,1445
87027,68.8,0.196,-0.84,0.469,1450.7,1765,1462
87139,68.8,0.186,0.01,0.457,1450.7,1774,1449
87251,68.8,0.185,0.88,0.445,1450.7,1771,1454
87363,68.8,0.184,1.44,0.437,1450.7,1754,1455
87475,68.4,0.158,2.24,0.425,1450.7,1808,1453
87587,68.2,0.139,3.08,0.414,1450.7,1776,1449
87699,68.1,0.133,-2.33,0.402,1450.7,1798,1447
87811,68.0,0.127,-1.51,0.394,1450.7,1750,1438
87923,67.4,0.117,3.11,0.390,1450.7,1753,1426
88035,66.8,0.121,-2.38,0.412,1450.6,1772,1445
88147,66.2,0.126,-1.61,0.422,1450.6,1759,1454
88259,66.0,0.128,-0.79,0.421,1450.6,1776,1456
88371,65.8,0.134,0.05,0.419,1450.6,1885,1455
88483,65.4,0.089,0.46,0.417,1450.6,1843,1455
88595,65.4,0.082,1.19,0.502,1450.6,1776,1437
88707,65.4,0.075,2.09,0.819,1450.6,1777,1434
88819,65.4,0.079,2.96,0.946,1450.6,1809,1429
88931,65.4,0.077,-2.50,0.984,1450.6,1742,1426
89043,65.3,0.080,-2.11,0.993,1450.6,1649,1422
89155,65.1,0.061,-2.24,0.998,1450.5,1768,1429
89267,64.9,0.057,-1.43,0.999,1450.5,1775,1429
89379,64.9,0.058,-0.62,1.000,1450.5,1870,1448
89491,64.6,0.071,0.15,1.000,1450.4,1787,1452
89603,64.3,0.079,0.58,1.000,1450.4,1758,1448
89715,63.9,0.077,1.36,1.000,1450.4,1817,1440
89827,63.5,0.078,2.12,1.000,1450.4,1733,1431
89939,63.1,0.085,2.91,1.000,1450.4,1779,1437
90051,62.7,0.086,-2.63,1.000,1450.3,1789,1422
90163,62.2,0.084,-2.12,1.000,1450.3,1804,1456
90275,62.7,0.086,-0.33,1.000,1450.3,1792,1427
90387,63.1,0.087,0.49,1.000,1450.2,1779,1436
90499,63.5,0.087,1.32,1.000,1450.2,1787,1439
90611,64.0,0.087,2.15,1.000,1450.2,1781,1401
90723,64.4,0.087,2.69,1.000,1450.1,1791,1427
90835,64.8,0.083,-2.76,0.997,1450.1,1805,1429
90947,65.2,0.078,-1.91,0.991,1450.0,1779,1435
91059,65.2,0.078,-1.11,0.983,1450.0,1787,1430
91171,65.1,0.078,-1.96,0.973,1450.0,1778,1434
91283,64.7,0.078,-1.49,0.966,1449.9,1786,1439
91395,64.3,0.076,-0.76,0.952,1449.9,1776,1437
91507,63.9,0.074,-0.02,0.938,1449.9,1781,1437
91619,63.6,0.073,0.73,0.922,1449.8,1780,1424
91731,63.8,0.073,-2.69,0.905,1449.8,1778,1434
91843,64.2,0.073,-2.14,0.893,1449.8,1779,1434
91955,64.4,0.074,2.72,0.874,1449.7,1776,1439
92067,64.2,0.074,-0.50,0.855,1449.7,1787,1426
92179,64.6,0.075,0.33,0.836,1449.6,1783,1435
92291,64.9,0.075,1.15,0.817,1449.6,1810,1456
92403,65.3,0.075,1.70,0.804,1449.6,1785,1437
92515,65.3,0.075,2.53,0.785,1449.5,1784,1440
92627,65.3,0.076,-2.93,0.765,1449.5,1793,1439
92739,65.3,0.076,-2.11,0.746,1449.5,1776,1438
92851,65.3,0.076,-1.28,0.726,1449.4,1776,1440
92963,65.3,0.076,-0.74,0.713,1449.4,1778,1434
93075,65.4,0.081,0.09,0.694,1449.4,1818,1437
93187,65.2,0.092,0.85,0.674,1449.3,1840,1440
93299,64.9,0.091,0.48,0.655,1449.3,1790,1439
93411,64.4,0.096,1.05,0.638,1449.3,1625,1434
93523,64.3,0.081,2.82,0.628,1449.2,1808,1468
93635,64.7,0.085,-2.66,0.614,1449.2,1695,1440
93747,64.5,0.095,-2.01,0.599,1449.2,1760,1435
93859,64.4,0.096,-1.17,0.585,1449.1,1793,1446
93971,64.4,0.093,-2.00,0.570,1449.1,1753,1456
94083,63.9,0.094,-1.59,0.560,1449.1,1787,1471
94195,64.1,0.097,0.96,0.545,1449.1,1861,1448
94307,63.6,0.102,-0.19,0.530,1449.1,1942,1450
94419,63.1,0.117,0.39,0.516,1449.1,1846,1450
94531,62.5,0.104,1.05,0.505,1449.1,1760,1439
94643,62.0,0.086,2.28,0.500,1449.1,1713,1424
94755,62.4,0.095,-2.89,0.495,1449.0,1524,1439
94867,61.9,0.099,-2.61,0.495,1449.0,1823,1434
94979,62.0,0.091,-1.33,0.620,1449.0,1759,1424
95091,62.4,0.092,-0.52,0.876,1449.0,1788,1424
95203,62.4,0.095,0.00,0.944,1449.0,1776,1429
95315,62.4,0.097,0.78,0.983,1448.9,1778,1418
95427,62.4,0.098,1.55,0.995,1448.9,1777,1424
95539,62.3,0.097,2.32,0.998,1448.8,1807,1424
95651,62.3,0.096,3.11,1.000,1448.8,1744,1436
95763,62.3,0.096,-2.65,1.000,1448.7,1788,1412
95875,62.4,0.095,-1.86,1.000,1448.7,1782,1425
95987,62.4,0.095,-1.07,1.000,1448.6,1797,1425
96099,62.4,0.095,-0.29,1.000,1448.6,1777,1415
96211,62.4,0.095,0.49,1.000,1448.5,1781,1449
96323,62.4,0.095,1.02,1.000,1448.5,1777,1424
96435,62.4,0.095,1.80,1.000,1448.4,1779,1425
96547,62.4,0.095,2.59,1.000,1448.3,1783,1423
96659,62.4,0.095,-2.91,1.000,1448.3,1789,1427
96771,62.5,0.093,-2.12,0.998,1448.2,1777,1454
96883,62.4,0.093,-1.60,0.995,1448.2,1764,1424
96995,62.4,0.093,-0.82,0.988,1448.1,1787,1426
97107,62.4,0.093,-0.04,0.980,1448.1,1765,1421
97219,62.4,0.092,0.75,0.969,1448.0,1777,1425
97331,62.4,0.092,1.53,0.957,1447.9,1782,1424
97443,62.4,0.092,2.05,0.948,1447.9,1780,1426
97555,62.3,0.092,-0.30,0.933,1447.8,1797,1423
97667,61.8,0.094,0.36,0.917,1447.8,1776,1431
97779,61.4,0.094,1.03,0.899,1447.7,1789,1424
97891,60.9,0.094,1.69,0.882,1447.6,1799,1426
98003,60.4,0.095,2.14,0.870,1447.6,1771,1424
98115,60.0,0.095,2.80,0.851,1447.5,1780,1425
98227,59.5,0.096,-2.82,0.832,1447.5,1774,1426
98339,59.0,0.097,-2.16,0.813,1447.4,1776,1428
98451,58.5,0.097,-1.49,0.794,1447.3,1796,1433
98563,58.0,0.098,-1.04,0.781,1447.3,1790,1425
98675,57.5,0.098,-0.37,0.761,1447.2,1781,1436
98787,57.1,0.097,0.29,0.742,1447.2,1765,1425
98899,56.6,0.097,0.96,0.722,1447.1,1785,1427
99011,56.1,0.097,1.63,0.703,1447.0,1786,1431
99123,55.6,0.097,2.07,0.691,1447.0,1778,1363
99235,55.1,0.097,2.74,0.673,1446.9,1771,1426
99347,54.6,0.098,-2.88,0.660,1446.8,1779,1424
99459,54.1,0.099,-2.22,0.646,1446.8,1787,1426
99571,53.7,0.099,-1.55,0.633,1446.7,1797,1425
99683,53.2,0.099,-1.10,0.623,1446.7,1781,1429
99795,52.7,0.100,-0.43,0.609,1446.6,1795,1427
99907,52.6,0.099,0.23,0.595,1446.5,1771,1426
100019,52.6,0.099,0.90,0.581,1446.4,1767,1425
100131,52.6,0.099,1.56,0.567,1446.4,1776,1429
100243,52.7,0.099,2.01,0.557,1446.3,1771,1433
100355,52.7,0.100,2.67,0.544,1446.3,1776,1427
100467,52.7,0.100,-2.95,0.530,1446.2,1765,1428
100579,52.7,0.100,-2.28,0.517,1446.1,1787,1429
100691,52.7,0.100,-1.60,0.503,1446.0,1782,1429
100803,52.7,0.100,-1.16,0.495,1446.0,1774,1431
100915,52.7,0.099,-0.50,0.481,1445.9,1791,1431
101027,52.7,0.099,0.16,0.468,1445.9,1774,1431
101139,52.7,0.099,0.83,0.455,1445.8,1774,1431
101251,52.7,0.098,1.50,0.442,1445.7,1794,1435
101363,52.7,0.098,1.94,0.434,1445.7,1807,1431
101475,52.8,0.099,2.61,0.422,1445.6,1776,1431
101587,52.8,0.100,-3.01,0.412,1445.5,1786,1431
101699,52.8,0.097,-2.34,0.402,1445.5,1791,1440
101811,52.8,0.096,-1.67,0.392,1445.4,1766,1418
101923,52.8,0.096,-1.23,0.386,1445.4,1776,1435
102035,52.8,0.096,-0.57,0.376,1445.3,1779,1437
102147,52.8,0.094,0.10,0.366,1445.3,1780,1437
102259,52.8,0.093,0.76,0.356,1445.2,1775,1431
102371,52.8,0.093,1.43,0.346,1445.1,1776,1433
102483,52.8,0.093,1.87,0.340,1445.1,1779,1430
102595,52.8,0.094,2.54,0.330,1445.0,1733,1379
102707,52.8,0.093,-3.08,0.323,1445.0,1833,1438
102819,52.8,0.088,-2.40,0.316,1444.9,1781,1437
102931,52.8,0.088,-1.74,0.308,1444.9,1776,1430
103043,52.8,0.088,-1.31,0.303,1444.8,1776,1436
103155,52.8,0.088,-0.64,0.296,1444.8,1783,1433
103267,52.8,0.086,0.02,0.289,1444.7,1786,1441
103379,52.8,0.086,0.68,0.281,1444.7,1776,1439
103491,52.8,0.085,1.35,0.274,1444.6,1786,1435
103603,52.8,0.085,1.79,0.269,1444.6,1777,1459
103715,52.9,0.084,-0.81,0.266,1444.5,1789,1439
103827,53.4,0.088,-0.02,0.264,1444.5,1772,1429
103939,53.8,0.087,0.77,0.263,1444.4,1780,1437
104051,54.2,0.087,1.55,0.260,1444.4,1796,1441
104163,54.7,0.087,2.07,0.258,1444.3,1776,1425
104275,55.1,0.088,2.86,0.255,1444.3,1778,1443
104387,55.6,0.089,-2.64,0.252,1444.3,1779,1446
104499,56.0,0.089,-1.86,0.251,1444.2,1774,1429
104611,56.4,0.090,-1.07,0.250,1444.2,1799,1426
104723,56.9,0.093,-0.53,0.249,1444.1,1792,1443
104835,57.4,0.094,0.25,0.247,1444.1,1790,1442
104947,57.8,0.093,1.04,0.245,1444.0,1782,1438
105059,58.3,0.093,1.83,0.243,1444.0,1776,1446
105171,58.8,0.095,2.63,0.240,1443.9,1795,1437
105283,59.2,0.096,-3.13,0.238,1443.9,1781,1449
105395,59.7,0.097,-2.35,0.235,1443.8,1776,1413
105507,60.2,0.097,-1.57,0.232,1443.8,1775,1441
105619,60.7,0.098,-0.78,0.228,1443.8,1794,1427
105731,61.2,0.103,0.01,0.225,1443.7,1782,1440
105843,61.7,0.102,0.53,0.223,1443.7,1776,1439
105955,62.2,0.101,1.32,0.220,1443.6,1776,1438
106067,62.2,0.101,2.11,0.216,1443.6,1789,1438
106179,62.2,0.105,2.91,0.213,1443.5,1782,1424
106291,62.2,0.106,-2.59,0.213,1443.5,1776,1441
106403,62.2,0.106,-2.07,0.213,1443.5,1787,1433
106515,62.2,0.106,-1.29,0.213,1443.4,1775,1437
106627,62.2,0.107,-0.51,0.211,1443.4,1794,1447
106739,62.1,0.113,0.28,0.210,1443.3,1779,1445
106851,62.1,0.113,1.06,0.208,1443.3,1783,1441
106963,62.1,0.113,1.59,0.206,1443.2,1786,1445
107075,62.1,0.113,2.38,0.204,1443.2,1774,1446
107187,62.1,0.115,-3.12,0.201,1443.2,1779,1457
107299,62.1,0.116,-2.34,0.203,1443.1,1783,1454
107411,62.1,0.117,-1.56,0.212,1443.1,1783,1445
107523,62.1,0.117,-1.03,0.213,1443.1,1794,1405
107635,62.0,0.121,-0.23,0.213,1443.0,1777,1447
107747,62.0,0.118,0.55,0.212,1443.0,1781,1451
